Number;Start time in milliseconds;End time in milliseconds;"Text"
1;7458,3334;9458,3334;"[lute playing]"
2;11625;14375;"[Jaskier]
 ♪ I'm weak, love, and I am wanting ♪"
3;15000;17625;"♪ If this is the path I must trudge ♪"
4;17708,3334;19416,6667;"♪ I'll welcome my sentence ♪"
5;19500;21375;"♪ Give to you my penance ♪"
6;21875;26833,3334;"♪ Gorgeous garroter, jury and judge ♪"
7;28000;29750;"♪ Lovely garroter... ♪"
8;30708,3334;32166,6667;"♪ Gorgeous garro-- ♪"
9;33166,6667;35625;"Which one do you prefer?
"Lovely"? "Gorgeous"?"
10;35708,3334;36583,3334;"[horse snorts]"
11;36666,6667;39291,6667;"Is the whole metaphor landing,
or is it too cerebral?"
12;39875;41750;"-It's been an hour.
-[Jaskier]  ♪ Gorgeous... ♪"
13;41833,3334;43791,6667;"Let's get on
before the beast gets hungry again."
14;43875;46833,3334;"-But we made a deal.
-We made a deal with a livin' witcher."
15;47333,3334;49625;"No sense in hangin' around
to pay a dead one."
16;49708,3334;51041,6667;"[Jaskier] ♪ Gorgeous garro-- ♪"
17;51708,3334;54166,6667;"-[man grunts]
-Bollocks! Oi! No. No, no, no! No!"
18;54250;56708,3334;"Aah! You stop-- stop that,
or I-- I'll, uh..."
19;56791,6667;57791,6667;"Or you'll what?"
20;58375;59291,6667;"Sing us to death?"
21;60083,3334;61750;"Perhaps you did not hear the man."
22;61833,3334;63666,6667;"[Jaskier] Yeah! Perhaps you didn't..."
23;63750;65041,6667;"Di-- Sorry, who are you?"
24;65833,3334;66750;"Move along,"
25;67208,3334;68208,3334;"old man."
26;69375;72458,3334;"Do as the bard asks
or I'll be forced to draw my weapons."
27;72875;73916,6667;"What weapons?"
28;74875;76333,3334;"I see no steel 'ere."
29;76416,6667;77666,6667;"-Hm!
-[cries out]"
30;77750;80208,3334;"-[yells]
-Oh! [exclaims]"
31;80625;81916,6667;"Steel won't be necessary."
32;82000;83375;"[Jaskier breathing heavily]"
33;92208,3334;93291,6667;"I believe those are mine."
34;95500;98250;"[Jaskier stammers] 
Geralt, they--  With the--"
35;98333,3334;100416,6667;"This woman just killed a man
with her bare hands"
36;100500;102041,6667;"for trying to steal your horse."
37;102125;104375;"Maybe she'll make
a better travel companion, then."
38;105458,3334;108041,6667;"Uh, I'm sorry, who are you, exactly?"
39;108458,3334;110791,6667;"I am Borch Three Jackdaws."
40;111208,3334;113916,6667;"These are my companions,
Téa and Véa."
41;115291,6667;118125;"I've been looking for you,
Geralt of Rivia."
42;122541,6667;125291,6667;"This is a first for me,
and that's saying something."
43;125375;126875;"I've very few firsts left."
44;128041,6667;130916,6667;"But to dine with the Geralt of Rivia..."
45;131625;133125;"Your adventures are legend."
46;133208,3334;134291,6667;"You're welcome."
47;134375;136000;"Est Est, small."
48;136083,3334;138416,6667;"I suppose you want me to tell you
why I've sought out"
49;138500;140416,6667;"such an accomplished monster hunter."
50;140500;142500;"-Don't trouble yourself on my account.
-[chuckling]"
51;142583,3334;145208,3334;"-[Geralt] I just want food.
-I knew I'd like you."
52;145291,6667;146625;"That was the first reason."
53;147416,6667;150416,6667;"One of everything you have.
And keep the ale coming!"
54;150500;151666,6667;"[innkeeper] On its way!"
55;153416,6667;155041,6667;"The second one is this."
56;155875;156875;"A short while ago,"
57;156958,3334;161625;"a green dragon landed across the border
in King Niedamir's mountains."
58;163375;164541,6667;"I know what you're thinking."
59;165541,6667;168166,6667;""Impossible, dragons are so rare.""
60;168875;169708,3334;"But it's true."
61;170583,3334;173708,3334;"Locals spotted it
and went after it in search of treasure."
62;173791,6667;176791,6667;"Of course, they succeeded only
in wounding the creature"
63;176875;178708,3334;"and angering it so righteously"
64;178791,6667;181958,3334;"that it swooped down from its lair
and set half a hillside ablaze."
65;182416,6667;184375;"-Hm.
-[Borch] Dead sheep everywhere."
66;184791,6667;186125;"You have the most incredible neck."
67;187125;189875;"-[sighs]
-It's like a... a sexy goose."
68;189958,3334;191291,6667;"Ugh."
69;192041,6667;193166,6667;"Gu-- guzzling."
70;193250;195125;"[Borch] Now, the King is in a bind."
71;195458,3334;199291,6667;"He's set to marry the princess
of his rival kingdom, Malleore,"
72;199375;200750;"which means it's bad timing"
73;200833,3334;203583,3334;"to have a murderous pest lurking about
in the mountains."
74;204333,3334;206750;"He's commissioned a hunt to kill it."
75;207500;209208,3334;"Four teams have signed on."
76;209666,6667;211750;"The winner gets the dragon treasure hoard"
77;211833,3334;215375;"plus the title of lord
over one of his new vassal states."
78;215458,3334;217333,3334;"That is... if he survives."
79;218500;220458,3334;"What does this have to do with me?"
80;223375;225291,6667;"I want you to join my team."
81;237916,6667;239291,6667;"[Jaskier] I can hear it now,"
82;239375;241458,3334;"a tale of two Zerrikanians"
83;241541,6667;244333,3334;"and their valiant poet lover."
84;244416,6667;247291,6667;"Oh! [chuckles]
We're so doing this. We're in."
85;248333,3334;250208,3334;"You've wasted your breath, Borch."
86;251250;252583,3334;"I don't kill dragons."
87;253000;253916,6667;"[sighs]"
88;254000;255208,3334;"[Geralt] Take my advice."
89;255791,6667;258083,3334;"No treasure is worth dying for."
90;259875;261291,6667;"Depends on the treasure."
91;262833,3334;264958,3334;"What I need is..."
92;265875;267083,3334;"a new adventure."
93;267916,6667;271666,6667;"One final first before I'm too old
to do anything but die."
94;272625;274500;"You think killing a dragon
will bring you that?"
95;276583,3334;279000;"All I know is there's one path
up the mountain,"
96;279083,3334;281250;"and it's overrun with monsters."
97;281333,3334;284833,3334;"With you on my team, dear Witcher,
we'll be unstoppable."
98;285666,6667;288000;"-[men laughing]
-[man] Someone get me a fuckin' drink!"
99;289333,3334;291958,3334;"-Barman!
-Those dwarfs will be part of the hunt."
100;292791,6667;293708,3334;"Barman."
101;293791,6667;296541,6667;"-Geralt could handle them in his sleep.
-Fuckin' right!"
102;298000;301041,6667;"He said he wants four fuckin' pints!"
103;302000;304375;"-Now.
-Or maybe a little bit awake."
104;304750;306458,3334;"[Téa] Then there are the Reavers."
105;308916,6667;310541,6667;"Have you heard of them, Witcher?"
106;310625;311500;"Yes."
107;313583,3334;315083,3334;"And the answer is no."
108;316791,6667;319041,6667;"You feel it just the same as me..."
109;319708,3334;321250;"that hole inside you."
110;321916,6667;324916,6667;"That itch that can't be scratched
that burns your brain,"
111;325000;326500;"keeps you awake at night."
112;328125;328958,3334;"Come with me."
113;329791,6667;331583,3334;"I'll show you what you're missing."
114;333125;334333,3334;"What am I missing?"
115;337375;340458,3334;"Sorry to interrupt this lovely moment...
That's only three."
116;340541,6667;342708,3334;"Where's the-- What's the fourth team?"
117;344125;345416,6667;"-[Geralt] Hm.
-Them."
118;347333,3334;348875;"Oh! [laughs]"
119;349958,3334;352208,3334;"Ooh-hoo-hoo! Oh, no, no, no."
120;352291,6667;354750;"Oh, no, no, no, no, no. 
Thank you so much. It's been very nice."
121;354833,3334;356833,3334;"Thank you for the wine and the pies,"
122;356916,6667;358833,3334;"but as the man said,
we really can't get involved."
123;358916,6667;360000;"Geralt, shall we?"
124;360500;362000;"-I'm in.
-Mother of..."
125;363750;366083,3334;"The hunt begins at sunrise."
126;367083,3334;367916,6667;"[sighs]"
127;383166,6667;386208,3334;"Your man might've mentioned
that the road was too narrow for horses"
128;386291,6667;387791,6667;"in his initial sales pitch."
129;388416,6667;390041,6667;"Welcome to the world, Jaskier."
130;391000;392083,3334;"Damn it to Korath!"
131;392833,3334;393916,6667;"What's got your goat?"
132;394000;395458,3334;"Someone's stolen my pack."
133;395833,3334;397541,6667;"Probably those fuckin' Reavers!"
134;401375;402375;"Aye, well..."
135;402916,6667;405375;"three days' journey
and only one route to the top."
136;405750;409291,6667;"Leaves plenty of time
for me to piss in his gruel! [cackles]"
137;411958,3334;412958,3334;"Aah."
138;419166,6667;420291,6667;"Name's Yarpen Zigrin."
139;422000;423166,6667;"Geralt of Rivia."
140;423250;426458,3334;"-And my name is Julian Alfred Pankratz--
-Aye. I know."
141;427750;430708,3334;"You'll fetch a goodly amount for that mare
if you sell now!"
142;432083,3334;435541,6667;"Charming how everyone wants to get
their hands on Roach these days, isn't it?"
143;435625;437416,6667;"He means we won't make it out alive."
144;438166,6667;440791,6667;"Wait, what? No one mentioned anything
about impending death!"
145;440875;444083,3334;"How is it
that I've walked this earth for decades"
146;444166,6667;445791,6667;"without coming across a witcher,"
147;446291,6667;448791,6667;"and then the first one I meet,
I can't get rid of?"
148;448875;450625;"[Jaskier] I'd say
something strange was afoot,"
149;450708,3334;453875;"but then again, witchers are bound
to bump into monsters eventually."
150;453958,3334;455625;"[laughs]"
151;455708,3334;457458,3334;"-Jaskier.
-[Jaskier] Yennefer."
152;457958,3334;459208,3334;"The crow's feet are new."
153;460416,6667;461875;"Yeah, well, your jokes are..."
154;463708,3334;464541,6667;"old."
155;465083,3334;466000;"[scoffs]"
156;468208,3334;469625;"[nickers]"
157;469708,3334;470708,3334;"Thanks, Roach."
158;472666,6667;475541,6667;"-What are you doing here, Yen?
-[Yennefer] I'm here with my escort."
159;475625;477541,6667;"Noble Sir Eyck of Denesle."
160;478500;480375;"To assist him in killing the dragon."
161;482000;484166,6667;"For kingdom and glory!"
162;487375;488750;"Till we meet again, Geralt."
163;504125;505166,6667;"See you, Roach."
164;509041,6667;511375;"[bugle blowing]"
165;515666,6667;517500;"[bugle blowing continues]"
166;534250;535750;"[Ciri] Who is Geralt, exactly?"
167;536666,6667;538416,6667;"Did my grandmother know him well?"
168;538500;542250;"Why did she never mention him
to me before... that night?"
169;542333,3334;544833,3334;"Protecting you has always been
our primary purpose."
170;544916,6667;547125;"Why'd she let him claim
the Law of Surprise?"
171;547916,6667;549208,3334;"What's that even mean?"
172;549291,6667;551708,3334;"When one has saved another
from certain death,"
173;552125;554416,6667;"the Law of Surprise can be claimed"
174;554916,6667;556000;"to pay that debt."
175;556541,6667;557583,3334;"[Ciri] Who did Geralt save?"
176;558208,3334;560333,3334;"[sighs] Your father."
177;562041,6667;564583,3334;"Duny. In payment, he bound you to Geralt."
178;566250;568208,3334;"-It's your destiny.
-[scoffs]"
179;569125;570916,6667;"Then why hasn't he found me yet?"
180;571000;572458,3334;"Questions, questions."
181;575708,3334;577000;"You'll be together soon."
182;578666,6667;580708,3334;"Exactly as your grandmother wished."
183;596333,3334;598208,3334;"Make haste, children."
184;619333,3334;622375;"[Jaskier] It is so kind of you
to share the spoils of this expedition"
185;622458,3334;623958,3334;"with an old man such as Borch."
186;624833,3334;627708,3334;"You're like two fiercely loyal..."
187;628416,6667;629666,6667;"uh, friends."
188;629750;631458,3334;"I wanna say friends. Relatives."
189;632208,3334;633333,3334;"Contract security."
190;633416,6667;636750;"To hunt with him is an honor
unsullied by payment."
191;636833,3334;638333,3334;"But why? [chuckles]"
192;640291,6667;641916,6667;"He is the most beautiful."
193;644333,3334;645541,6667;"[sighs]"
194;651500;654125;"You worry if you blink,
you'll never see her again."
195;655666,6667;656916,6667;"You're in love with her."
196;657750;658666,6667;"Or..."
197;659375;661416,6667;"the danger here isn't the dragon."
198;662041,6667;664708,3334;"[Borch] That's why I brought you along,
Geralt of Rivia."
199;665666,6667;667208,3334;"Nothing scares you."
200;667291,6667;668291,6667;"[Geralt] Huh."
201;668375;670666,6667;"Then you don't know
Yennefer of Vengerberg."
202;670750;672000;"[Borch laughs]"
203;672083,3334;674500;"May she be the worst encounter, then."
204;682041,6667;683625;"[Jaskier] Melitele preserve us."
205;684791,6667;686041,6667;"What happened here?"
206;690250;692041,6667;"[Geralt] Dragons avoid people."
207;692125;694166,6667;"It should have left when they attacked."
208;694750;697083,3334;"I don't get it. Why the retaliation?"
209;698458,3334;701041,6667;"When your species is
on the verge of collapse,"
210;701708,3334;703958,3334;"perhaps everything becomes more desperate."
211;709625;711708,3334;"[Jaskier] Yeah, I mean, you can use twigs,"
212;712250;714125;"uh, but I-- I mean, I personally prefer..."
213;714583,3334;715791,6667;"using flowers, you know?"
214;716208,3334;717166,6667;"Roses."
215;717250;718375;"Daffodils."
216;718458,3334;720625;"-[hissing]
-Flora and, yikes, fauna."
217;720708,3334;722083,3334;"A cactus, if she's really into it."
218;722708,3334;724333,3334;"Ladies, you look famished."
219;724416,6667;727291,6667;"Allow me to wander aimlessly
into this thicket"
220;727375;730000;"and retrieve for you, uh..."
221;730083,3334;732625;"a tasty afternoon treat."
222;733416,6667;734708,3334;"Uh... uh..."
223;735166,6667;736333,3334;"Right. Hm."
224;736416,6667;738500;"-I am hungry. Anyone else hungry?
-[sighs]"
225;739083,3334;740875;"I could genuinely eat a..."
226;742125;743166,6667;"Okay."
227;743791,6667;745833,3334;"-[grunts]
-[animal barks]"
228;748666,6667;750666,6667;"[whimpering]"
229;752250;754000;"There's something back here."
230;754541,6667;756166,6667;"It sort of looks like a faun."
231;756250;757833,3334;"-Jaskier...
-[Jaskier] Hello."
232;759083,3334;761000;"-Hello, little fellow.
-[animal whimpering]"
233;761083,3334;763416,6667;"Aw! Aren't you just the cutest..."
234;763500;765041,6667;"[animal growls]"
235;765125;766750;"[stammers] Most..."
236;766833,3334;768916,6667;"terrifying thing I've ever seen
in my entire life."
237;769000;770458,3334;"Right, run away! Run away! Geralt!"
238;771666,6667;773125;"[animal growling]"
239;773791,6667;775583,3334;"It's one of your... friends again."
240;776833,3334;777916,6667;"[exclaims]"
241;778000;779000;"[low growl]"
242;779083,3334;782125;"-What in the name of Bloemenmagde is that?
-[Geralt] It's an hirikka."
243;782208,3334;784583,3334;"It's probably starving.
Sheathe your weapons."
244;785250;786875;"-[grunts]
-[roars]"
245;787916,6667;789208,3334;"[whimpers]"
246;789291,6667;791166,6667;"-[yells]
-[hirikka cries]"
247;794000;796250;"-[Eyck grunting]
-[slashing and thumping]"
248;796916,6667;798916,6667;"[yelling]"
249;802125;803625;"[continues yelling]"
250;805833,3334;807583,3334;"[panting]"
251;808375;810416,6667;"-For kingdom and glory!
-Sir Eyck!"
252;811333,3334;812500;"[sighs] Yeah..."
253;812583,3334;814000;"You could have been killed!"
254;818833,3334;821416,6667;"If we'd fed it, it would've gone away."
255;821500;822333,3334;"Thanks."
256;822750;824708,3334;"That knight may be a fuckin' dumbbell,"
257;824791,6667;827500;"but I'll be damned,
the dragon won't stand a chance."
258;839666,6667;842583,3334;"[Borch] Um... 
I'm not sure I'd eat that, good sir."
259;842666,6667;843666,6667;"[scoffs]"
260;844208,3334;845625;"Knights never waste a kill."
261;846583,3334;847833,3334;"[coughs]"
262;847916,6667;851000;"It's precisely why I'll make a great lord
to Niedamir's vassal state."
263;852041,6667;854166,6667;"A great knight must lead by example."
264;854833,3334;856416,6667;"-For--
-Kingdom and glory."
265;856500;858083,3334;"We know."
266;858166,6667;861333,3334;"My subjects will be the luckiest serfs
in all the lands."
267;862208,3334;864666,6667;"Especially with the beautiful Yennefer
as my mage."
268;865041,6667;868041,6667;"I cannot wait to serve you, My Lord."
269;871000;873166,6667;"How would you like to serve me tonight..."
270;874166,6667;876083,3334;"-Witch?
-Careful, Boholt."
271;876166,6667;877208,3334;"[grunts]"
272;877791,6667;878666,6667;"[chuckles]"
273;878750;881750;"So, the Witcher wants
to play knight too, hmm?"
274;881833,3334;882958,3334;"No."
275;883458,3334;886375;"She's plenty able
of murdering you herself."
276;886458,3334;887708,3334;"[Boholt laughs]"
277;888291,6667;891666,6667;"What's so amusin',
you overgrown cock hair?"
278;891750;894083,3334;"I'm just wondering who I will kill first."
279;895416,6667;896500;"The monster,"
280;898375;899916,6667;"or the monster hunter."
281;900500;901541,6667;"Hm."
282;908291,6667;909458,3334;"[Eyck's stomach gurgles]"
283;909541,6667;910416,6667;"[sighs]"
284;910500;911875;"Oh, dear."
285;912708,3334;915666,6667;"Um... I'm afraid I must take my leave."
286;915750;917916,6667;"Lady Yennefer,
may I escort you to your tent?"
287;918375;919375;"Will you be joining me?"
288;920208,3334;922458,3334;"-Uh... My Lady, I would...
-[stomach gurgling]"
289;922541,6667;924250;"...never degrade your honor
in such a way."
290;924333,3334;927500;"[snorts] I hate to break it to you,
but that ship has sailed,"
291;927583,3334;929541,6667;"wrecked and sunk to the bottom
of the ocean."
292;929625;930458,3334;"Ow."
293;930541,6667;932291,6667;"-[farting]
-Oh..."
294;933083,3334;935333,3334;"[straining] I need a shit."
295;935416,6667;936750;"[laughs]"
296;937708,3334;938833,3334;"[Eyck whimpers]"
297;942708,3334;944541,6667;"[Yarpen] So, shall we tell
the poor bastard"
298;944625;947791,6667;"that he's vying for a vassal state
that won't exist in a decade?"
299;947875;950208,3334;"States rise and fall like the tide."
300;951166,6667;952083,3334;"Nothing new."
301;952166,6667;954333,3334;"This is fuckin' new!"
302;955000;957750;"The rightful son of Nilfgaard
has returned, burnin' through the south."
303;957833,3334;959416,6667;"With Fringilla as his mage."
304;960125;961916,6667;"[laughs] Nilfgaard's a joke."
305;962583,3334;964875;"I saw it with my own eyes
down in Ebbing."
306;966083,3334;968541,6667;"Those zealot freaks are inching closer
by the day."
307;968833,3334;971000;"Won't be long till they try
and take Sodden."
308;971083,3334;972500;"Next it'll be Temeria."
309;973125;973958,3334;"Redania."
310;974750;975833,3334;"-Cintra.
-No."
311;977125;979500;"Queen Calanthe would die
before letting them take what's hers."
312;982083,3334;985916,6667;"Perhaps if Nilfgaard's religious zeal
had been tempered earlier"
313;986000;987833,3334;"by a stronger hand..."
314;993125;994250;"If you'll excuse me,"
315;995541,6667;996916,6667;"I must get my beauty sleep."
316;1000416,6667;1002291,6667;"I don't think it'll make me prettier,"
317;1002958,3334;1004000;"but I need sleep too."
318;1008708,3334;1012291,6667;"So... we're all about to have
new evil overlords,"
319;1012375;1015833,3334;"and dragons are, in fact, a thing."
320;1016208,3334;1019125;"-Good day all round.
-[laughing]"
321;1019791,6667;1021916,6667;"Oh, you've all seen
a dragon before, have you?"
322;1022000;1023333,3334;"Geralt, will you please tell them?"
323;1024333,3334;1025916,6667;"Their numbers are dwindling."
324;1026791,6667;1029708,3334;"Treasure seekers saw to that.
But they do exist."
325;1030791,6667;1033375;"What people call "green dragons,""
326;1033916,6667;1035250;"like the one we have here,"
327;1036125;1037333,3334;"they're the most common."
328;1037833,3334;1039125;"Red dragons, less so."
329;1040208,3334;1041833,3334;"Black dragons are the rarest."
330;1042250;1044208,3334;"Gold dragons are rarest."
331;1045458,3334;1047250;"Gold dragons are a myth."
332;1048208,3334;1050291,6667;"For a gold dragon to exist,"
333;1050375;1053583,3334;"it would... have to be the result of..."
334;1054250;1056791,6667;"an accidental, unique mutation."
335;1057208,3334;1059166,6667;"And in my experience,"
336;1059958,3334;1062333,3334;"mutations, they're intentional."
337;1062958,3334;1064250;"But it doesn't matter."
338;1064333,3334;1065375;"Mutant or myth,"
339;1065458,3334;1069125;"gold dragons met the same fate
as anything too different to endure."
340;1072333,3334;1073333,3334;"They died out."
341;1075250;1077333,3334;"There are other ways of enduring."
342;1077875;1079958,3334;"If it's legacy you're after,"
343;1080041,6667;1083833,3334;"perhaps you should take the overgrown
cock hair's advice and become a knight."
344;1083916,6667;1085208,3334;"[laughing]"
345;1085291,6667;1086458,3334;"Sir Witcher..."
346;1087166,6667;1088250;"the White-Haired..."
347;1088833,3334;1089833,3334;"of Rivia."
348;1089916,6667;1091458,3334;"[chuckling]"
349;1092625;1095541,6667;"You'd make a rather shitty one,
refusing to slay dragons."
350;1095625;1097250;"[laughing]"
351;1097333,3334;1101166,6667;"But probably not as shitty a one
as Sir Eyck of Denesle!"
352;1101250;1103375;"[laughing]"
353;1107708,3334;1111291,6667;"[Mousesack] Keep walking.
The Nilfgaardians could be anywhere."
354;1111375;1112541,6667;"We're not safe yet."
355;1112625;1114833,3334;"[Dara] How did you escape the attack,
Mousesack?"
356;1114916,6667;1116041,6667;"[Ciri] Dara, please."
357;1116500;1118375;"[Dara]
Ciri says you vanished into thin air."
358;1118458,3334;1120500;"Why did you abandon your Princess?"
359;1121083,3334;1121916,6667;"We were..."
360;1123416,6667;1126125;"I was pulled through a portal
by Nilfgaard,"
361;1126791,6667;1128916,6667;"kidnapped and held prisoner for days."
362;1129541,6667;1130875;"And how did you escape them?"
363;1131791,6667;1132625;"Geralt."
364;1133416,6667;1135000;"He sent me to get Ciri."
365;1136041,6667;1137000;"The Witcher?"
366;1137500;1139875;"Trained to fight and bound to Ciri."
367;1141125;1144333,3334;"And he rescued you
so you could then rescue her?"
368;1145583,3334;1147250;"-Alone?
-Ask him yourself."
369;1149500;1150666,6667;"He's in a town"
370;1151500;1153333,3334;"just past this thicket of trees."
371;1154791,6667;1156083,3334;"We must find him."
372;1157000;1158041,6667;"To safety."
373;1160166,6667;1161875;"[quietly]
Something's off about this, Ciri."
374;1161958,3334;1164083,3334;"-The waters there were--
-Yes, they've worn off,"
375;1164166,6667;1165875;"which means I'm thinking straight."
376;1166458,3334;1169291,6667;"Do you know what happens to people
who escape a siege?"
377;1169375;1171000;"Because they don't just vanish."
378;1171083,3334;1173166,6667;"They get captured and they get turned."
379;1174208,3334;1176041,6667;"Remember what the Dryad Queen said."
380;1176583,3334;1178333,3334;"-"Ask the right questions."
-[Mousesack sighs]"
381;1178833,3334;1181833,3334;"It's not just your life, Ciri. 
It's mine too."
382;1181916,6667;1183500;"[clinking]"
383;1183583,3334;1186125;"[Mousesack] Princess, I forgot."
384;1186958,3334;1188125;"I brought this for you."
385;1190083,3334;1191333,3334;"My grandmother's sash."
386;1192375;1193708,3334;"[gasps]"
387;1202166,6667;1203750;"[birds chirping]"
388;1219958,3334;1221291,6667;"Has anyone seen my escort?"
389;1223541,6667;1225666,6667;"[Yarpen] Ah! Bloody ball sacks!"
390;1234500;1237375;"Who slits a man's throat
while he's relieving his bowels?"
391;1238708,3334;1240041,6667;"Is nothing sacred anymore?"
392;1240833,3334;1241958,3334;"Ugh."
393;1242791,6667;1243791,6667;"Fuck!"
394;1248916,6667;1252208,3334;"[Véa] We're halfway to the dragon's lair,
but it's getting dangerous."
395;1252791,6667;1256041,6667;"-We cannot continue like this.
-[Yarpen] The warrior woman is right."
396;1256125;1258291,6667;"Someone killed that self-righteous fud,"
397;1258375;1259708,3334;"and it wasn't any of us."
398;1260333,3334;1261916,6667;"Somebody's not playin' fair."
399;1263125;1265166,6667;"Our people used to mine these mountains."
400;1265583,3334;1268166,6667;"We know a shortcut
that will cut half a day off our journey."
401;1268250;1270333,3334;"Let the Reavers take the long way around."
402;1270416,6667;1273333,3334;"We'll nab the treasure
before they even set foot in the cave."
403;1273416,6667;1275875;"We'll watch each other's backs
until we reach the next peak,"
404;1276250;1277625;"then every man for himself."
405;1278541,6667;1280375;"-What say ye?
-Let's go."
406;1280458,3334;1281666,6667;"Aah!"
407;1284125;1285666,6667;"Go on. I'll catch up."
408;1296416,6667;1297458,3334;"Did you kill Eyck?"
409;1298083,3334;1298916,6667;"Kill him?"
410;1299375;1300625;"That's rather pedestrian."
411;1301208,3334;1304208,3334;"And you're the one who's been 
staring daggers at him since we arrived."
412;1306291,6667;1307291,6667;"It was the Reavers."
413;1309000;1310958,3334;"That bastard Boholt killed my escort"
414;1311041,6667;1314541,6667;"before he could accomplish the one
damn task I actually needed him for."
415;1314625;1315625;"And what was that?"
416;1316875;1317708,3334;"Yen!"
417;1319916,6667;1321500;"What are you really doing here?"
418;1322750;1324000;"I'm here for the dragon."
419;1328041,6667;1330833,3334;"There are certain healing properties
it's rumored to possess."
420;1332208,3334;1334583,3334;"I thought your transformation"
421;1334958,3334;1336250;"healed all parts of you?"
422;1337416,6667;1339125;"At the cost of losing others, yes."
423;1340458,3334;1341458,3334;"Yennefer..."
424;1342750;1345041,6667;"do not tell me
you've traveled all this way"
425;1345625;1348541,6667;"for made-up fertility cures
using fresh dragon hearts?"
426;1348625;1350208,3334;"-They're not made up!
-They are."
427;1350666,6667;1351875;"And seriously?"
428;1351958,3334;1353958,3334;"You, a mother?"
